id,user_id,transportation_mode,start_date_time,end_date_time
94,000,NULL,2009-05-13 05:43:36,2009-05-13 16:49:01
95,000,NULL,2009-05-14 01:54:25,2009-05-14 10:32:03
96,000,NULL,2009-05-15 01:40:04,2009-05-15 10:59:28
97,000,NULL,2009-05-16 09:10:38,2009-05-16 12:05:51
98,000,NULL,2009-05-17 05:46:24,2009-05-17 14:04:39
99,000,NULL,2009-05-17 22:06:26,2009-05-17 22:49:16
100,000,NULL,2009-05-18 06:46:38,2009-05-18 14:36:46
101,000,NULL,2009-05-19 09:45:37,2009-05-19 11:35:33
102,000,NULL,2009-05-19 17:40:38,2009-05-19 17:49:58
103,000,NULL,2009-05-20 01:09:01,2009-05-20 02:32:25
104,000,NULL,2009-05-20 12:55:35,2009-05-20 13:03:10
105,000,NULL,2009-05-20 21:02:35,2009-05-20 21:12:05
106,000,NULL,2009-05-21 04:53:07,2009-05-21 14:32:14
107,000,NULL,2009-05-21 23:10:53,2009-05-22 00:54:13
108,000,NULL,2009-05-24 09:45:57,2009-05-24 10:33:12
109,000,NULL,2009-05-24 21:54:55,2009-05-24 22:16:00
110,000,NULL,2009-05-25 09:36:47,2009-05-25 19:11:43
111,000,NULL,2009-05-26 04:02:56,2009-05-26 11:05:15
112,000,NULL,2009-05-26 17:07:06,2009-05-26 17:23:16
113,000,NULL,2009-05-27 08:01:05,2009-05-27 12:55:34
114,000,NULL,2009-05-30 03:44:45,2009-05-30 17:45:25
115,000,NULL,2009-05-31 03:14:07,2009-05-31 11:55:25
116,000,NULL,2009-05-31 19:23:01,2009-05-31 19:31:46
117,000,NULL,2009-06-01 08:29:32,2009-06-01 09:59:57
118,000,NULL,2009-06-02 03:55:36,2009-06-02 10:25:53
119,000,NULL,2009-06-02 18:53:07,2009-06-02 19:52:32
120,000,NULL,2009-06-03 06:43:02,2009-06-03 16:30:09
121,000,NULL,2009-06-04 05:37:30,2009-06-04 13:54:35
122,000,NULL,2009-06-05 01:27:07,2009-06-05 18:51:37
123,000,NULL,2009-06-06 06:00:37,2009-06-06 17:50:56
124,000,NULL,2009-06-07 07:52:55,2009-06-07 09:46:03
125,000,NULL,2009-06-07 16:38:31,2009-06-07 16:47:31
126,000,NULL,2009-06-08 06:00:34,2009-06-08 14:15:38
127,000,NULL,2009-06-10 06:24:38,2009-06-10 14:39:26
128,000,NULL,2009-06-10 22:36:36,2009-06-11 15:00:42
129,000,NULL,2009-06-11 22:12:04,2009-06-11 22:34:54
130,000,NULL,2009-06-12 07:22:27,2009-06-12 13:14:11
131,000,NULL,2009-06-14 06:53:03,2009-06-14 16:21:23
132,000,NULL,2009-06-15 05:56:03,2009-06-15 12:19:20
133,000,NULL,2009-06-15 18:32:06,2009-06-15 18:39:11
134,000,NULL,2009-06-18 00:59:31,2009-06-18 11:28:16
135,000,NULL,2009-06-19 00:40:36,2009-06-19 14:46:41
136,000,NULL,2009-06-20 02:45:27,2009-06-20 14:38:51
137,000,NULL,2009-06-21 10:14:07,2009-06-21 14:47:12
138,000,NULL,2009-06-22 09:54:32,2009-06-22 14:24:23
139,000,NULL,2009-06-23 04:36:35,2009-06-23 14:10:04
140,000,NULL,2009-06-23 23:34:04,2009-06-23 23:47:59
141,000,NULL,2009-06-24 07:04:30,2009-06-24 11:17:14
142,000,NULL,2009-06-24 21:57:36,2009-06-24 22:04:23
143,000,NULL,2009-06-25 04:16:31,2009-06-25 16:19:02
144,000,NULL,2009-06-26 10:13:07,2009-06-26 13:08:32
145,000,NULL,2009-06-27 02:52:08,2009-06-27 03:29:33
146,000,NULL,2009-06-27 10:18:21,2009-06-27 13:59:44
147,000,NULL,2009-06-29 01:16:30,2009-06-29 11:13:12
148,000,NULL,2009-06-29 17:33:35,2009-06-29 20:05:35
149,000,NULL,2009-06-30 04:56:06,2009-06-30 14:27:41
150,000,NULL,2009-07-01 04:40:33,2009-07-01 04:54:09
151,000,NULL,2009-07-01 11:07:28,2009-07-01 11:08:43
152,000,NULL,2009-07-01 17:19:36,2009-07-01 17:27:11
153,000,NULL,2009-07-03 00:28:00,2009-07-03 08:37:23
154,000,NULL,2009-07-04 04:26:34,2009-07-04 09:49:18
155,000,NULL,2009-07-05 02:53:07,2009-07-05 07:45:15
156,001,NULL,2008-10-23 05:53:05,2008-10-23 12:04:28
157,001,NULL,2008-10-23 23:41:04,2008-10-24 06:35:50
158,001,NULL,2008-10-27 11:16:34,2008-10-27 14:04:52
159,001,NULL,2008-10-27 23:30:29,2008-10-27 23:57:58
160,001,NULL,2008-10-27 23:58:02,2008-10-28 00:07:32
161,001,NULL,2008-10-28 10:28:05,2008-10-28 15:00:05
162,001,NULL,2008-10-28 23:30:53,2008-10-28 23:50:45
163,001,NULL,2008-10-28 23:50:48,2008-10-29 00:15:45
164,001,NULL,2008-10-29 11:05:29,2008-10-29 13:46:16
165,001,NULL,2008-10-29 23:41:23,2008-10-30 13:58:51
166,001,NULL,2008-10-30 23:39:59,2008-10-31 08:06:33
167,001,NULL,2008-11-02 03:08:34,2008-11-02 14:10:14
168,001,NULL,2008-11-02 23:34:52,2008-11-03 00:54:33
169,001,NULL,2008-11-03 13:32:04,2008-11-03 14:05:26
170,001,NULL,2008-11-03 23:37:29,2008-11-04 00:33:17
171,001,NULL,2008-11-04 05:48:59,2008-11-04 14:40:12
172,001,NULL,2008-11-04 23:44:36,2008-11-05 00:42:44
173,001,NULL,2008-11-06 05:14:23,2008-11-06 05:36:21
174,001,NULL,2008-11-06 13:36:04,2008-11-06 14:06:24
175,001,NULL,2008-11-09 03:33:35,2008-11-09 09:36:25
176,001,NULL,2008-11-10 23:35:34,2008-11-11 00:17:37
177,001,NULL,2008-11-11 11:43:04,2008-11-11 12:14:16
178,001,NULL,2008-11-11 23:42:35,2008-11-12 13:12:49
179,001,NULL,2008-11-12 23:45:04,2008-11-13 02:25:24
180,001,NULL,2008-11-13 12:13:34,2008-11-13 13:47:00
181,001,NULL,2008-11-13 23:45:58,2008-11-14 00:32:24
182,001,NULL,2008-11-14 13:07:23,2008-11-14 14:33:36
183,001,NULL,2008-11-16 23:53:22,2008-11-17 01:02:50
184,001,NULL,2008-11-17 23:44:59,2008-11-18 00:38:40
185,001,NULL,2008-11-18 00:38:44,2008-11-18 00:46:52
186,001,NULL,2008-11-18 13:28:04,2008-11-18 14:37:02
187,001,NULL,2008-11-18 23:50:53,2008-11-19 00:33:17
188,001,NULL,2008-11-19 10:47:36,2008-11-19 22:12:18
189,001,NULL,2008-11-20 12:18:22,2008-11-20 13:18:21
190,001,NULL,2008-11-20 23:49:05,2008-11-21 00:47:10
191,001,NULL,2008-12-01 10:27:04,2008-12-01 14:52:57
192,001,NULL,2008-12-02 00:06:05,2008-12-02 00:43:43
193,001,NULL,2008-12-02 14:59:29,2008-12-02 15:36:54
194,001,NULL,2008-12-03 00:05:05,2008-12-03 00:45:06
195,001,NULL,2008-12-03 11:26:59,2008-12-03 12:14:13
196,001,NULL,2008-12-03 23:53:05,2008-12-04 07:07:47
197,001,NULL,2008-12-04 14:22:53,2008-12-04 14:58:13
198,001,NULL,2008-12-05 00:23:59,2008-12-05 04:07:15
199,001,NULL,2008-12-05 14:35:05,2008-12-05 16:02:16
200,001,NULL,2008-12-06 04:07:25,2008-12-06 04:10:41
201,001,NULL,2008-12-06 08:38:54,2008-12-06 08:40:27
202,001,NULL,2008-12-06 08:40:30,2008-12-06 08:45:38
203,001,NULL,2008-12-08 00:15:34,2008-12-08 00:57:51
204,001,NULL,2008-12-08 14:28:53,2008-12-08 15:10:52
205,001,NULL,2008-12-10 00:15:29,2008-12-10 01:09:07
206,001,NULL,2008-12-10 08:05:59,2008-12-10 11:23:23
207,001,NULL,2008-12-10 23:55:22,2008-12-11 00:52:37
208,001,NULL,2008-12-11 11:05:23,2008-12-11 12:15:36
209,001,NULL,2008-12-12 00:05:34,2008-12-12 05:52:24
210,001,NULL,2008-12-12 14:19:23,2008-12-12 15:32:11
211,001,NULL,2008-12-14 08:03:34,2008-12-14 11:40:26
212,001,NULL,2008-12-14 23:55:53,2008-12-15 00:31:18
213,002,NULL,2008-10-23 12:45:23,2008-10-23 16:44:22
214,002,NULL,2008-10-26 23:38:30,2008-10-27 01:14:19
215,002,NULL,2008-10-27 10:38:04,2008-10-27 14:46:58
216,002,NULL,2008-10-28 00:23:04,2008-10-28 04:20:43
217,002,NULL,2008-10-28 10:21:58,2008-10-28 14:44:29
218,002,NULL,2008-10-29 00:19:05,2008-10-29 11:15:53
219,002,NULL,2008-10-30 00:12:34,2008-10-30 04:10:06
220,002,NULL,2008-10-30 10:22:29,2008-10-30 14:26:56
221,002,NULL,2008-10-31 00:08:29,2008-10-31 04:27:47
222,002,NULL,2008-10-31 10:34:59,2008-10-31 14:21:52
223,002,NULL,2008-11-02 07:10:30,2008-11-02 12:26:34
224,002,NULL,2008-11-03 00:15:06,2008-11-03 04:08:26
225,002,NULL,2008-11-03 10:23:01,2008-11-03 14:14:21
226,002,NULL,2008-11-04 00:12:08,2008-11-04 04:19:05
227,002,NULL,2008-11-04 11:15:30,2008-11-04 15:22:45
228,002,NULL,2008-11-05 00:27:08,2008-11-05 04:21:06
229,002,NULL,2008-11-06 00:13:57,2008-11-06 04:27:41
230,002,NULL,2008-11-06 10:30:01,2008-11-06 12:50:01
231,002,NULL,2008-11-06 23:58:07,2008-11-07 04:08:18
232,002,NULL,2008-11-07 12:28:36,2008-11-07 13:15:11
233,002,NULL,2008-11-08 03:19:57,2008-11-08 09:51:05
234,002,NULL,2008-11-16 23:32:33,2008-11-17 04:10:29
235,002,NULL,2008-11-17 10:40:56,2008-11-17 14:00:21
236,002,NULL,2008-11-18 00:16:05,2008-11-18 01:00:05
237,002,NULL,2008-11-18 11:00:37,2008-11-18 12:12:42
238,002,NULL,2008-11-19 00:13:56,2008-11-19 15:58:59
239,002,NULL,2008-11-20 00:16:50,2008-11-20 04:29:56
240,002,NULL,2008-11-20 10:52:08,2008-11-20 14:57:29
241,002,NULL,2008-11-21 00:25:20,2008-11-21 04:13:47
242,002,NULL,2008-11-21 11:55:18,2008-11-21 12:44:19
243,002,NULL,2008-11-23 03:56:30,2008-11-23 11:55:57
244,002,NULL,2008-12-01 00:09:33,2008-12-01 04:30:30
245,002,NULL,2008-12-01 10:33:38,2008-12-01 13:04:03
246,002,NULL,2008-12-01 23:59:01,2008-12-02 11:35:36
247,002,NULL,2008-12-02 23:32:54,2008-12-03 04:17:16
248,002,NULL,2008-12-03 11:30:52,2008-12-03 14:51:57
249,002,NULL,2008-12-03 23:59:06,2008-12-04 04:15:07
250,002,NULL,2008-12-04 10:32:09,2008-12-04 11:57:39
251,002,NULL,2008-12-04 23:55:32,2008-12-05 04:16:33
252,002,NULL,2008-12-05 13:25:36,2008-12-05 14:19:16
253,002,NULL,2008-12-07 03:27:08,2008-12-07 13:06:23
254,002,NULL,2008-12-07 23:44:02,2008-12-08 04:23:27
255,002,NULL,2008-12-08 10:49:29,2008-12-08 11:43:04
256,002,NULL,2008-12-09 00:10:24,2008-12-09 04:06:57
257,002,NULL,2008-12-09 10:20:38,2008-12-09 11:19:38
258,002,NULL,2008-12-11 23:56:03,2008-12-12 04:29:49
259,002,NULL,2008-12-12 11:47:02,2008-12-12 13:28:42
260,002,NULL,2008-12-14 05:12:32,2008-12-14 05:20:22
261,002,NULL,2008-12-22 00:20:58,2008-12-22 00:27:04
262,002,NULL,2008-12-22 10:14:39,2008-12-22 11:19:24
263,002,NULL,2008-12-23 00:45:23,2008-12-23 00:51:48
264,002,NULL,2008-12-23 09:53:34,2008-12-23 11:29:24
265,002,NULL,2008-12-24 04:19:07,2008-12-24 10:45:26
266,002,NULL,2008-12-25 09:49:56,2008-12-25 09:52:46
267,002,NULL,2008-12-26 12:28:14,2008-12-26 13:01:24
268,002,NULL,2008-12-27 10:19:03,2008-12-27 11:14:05
269,002,NULL,2008-12-28 23:39:36,2008-12-28 23:58:21
270,002,NULL,2008-12-31 08:10:39,2008-12-31 08:51:34
271,002,NULL,2009-01-01 06:44:30,2009-01-01 08:16:54
272,002,NULL,2009-01-08 09:45:24,2009-01-08 11:25:22
273,002,NULL,2009-01-09 00:14:08,2009-01-09 13:22:04
274,002,NULL,2009-01-09 23:54:08,2009-01-10 03:31:33
275,002,NULL,2009-01-19 00:28:51,2009-01-19 00:35:43
276,002,NULL,2009-01-19 10:30:05,2009-01-19 11:15:05
277,002,NULL,2009-01-20 10:00:33,2009-01-20 10:08:06
278,002,NULL,2009-01-20 10:08:14,2009-01-20 11:36:57
279,002,NULL,2009-01-21 05:24:27,2009-01-21 13:43:17
280,002,NULL,2009-01-22 10:03:57,2009-01-22 13:54:33
281,002,NULL,2009-01-23 12:03:57,2009-01-23 12:04:00
282,002,NULL,2009-01-24 02:12:28,2009-01-24 02:19:04
283,002,NULL,2009-01-24 02:19:06,2009-01-24 09:10:06
284,002,NULL,2009-01-25 01:14:04,2009-01-25 10:17:40
285,002,NULL,2009-01-26 01:04:28,2009-01-26 12:59:29
286,002,NULL,2009-01-28 00:57:05,2009-01-28 07:25:55
287,002,NULL,2009-01-30 05:05:52,2009-01-30 10:44:46
288,002,NULL,2009-01-31 14:04:51,2009-01-31 14:27:09
289,002,NULL,2009-02-01 10:50:57,2009-02-01 12:07:00
290,002,NULL,2009-02-02 00:18:04,2009-02-02 00:52:10
291,002,NULL,2009-02-02 09:47:33,2009-02-02 10:36:59
292,002,NULL,2009-02-03 10:14:27,2009-02-03 11:26:55
293,002,NULL,2009-02-04 04:32:53,2009-02-04 11:20:12
294,002,NULL,2009-02-05 00:01:33,2009-02-05 00:05:39
295,002,NULL,2009-02-05 09:53:34,2009-02-05 12:12:49
296,002,NULL,2009-02-06 00:19:33,2009-02-06 00:55:24
297,002,NULL,2009-02-06 11:18:04,2009-02-06 12:34:43
298,002,NULL,2009-02-08 23:40:52,2009-02-08 23:43:39
299,002,NULL,2009-02-09 09:56:34,2009-02-09 13:05:58
300,002,NULL,2009-02-09 23:28:33,2009-02-09 23:35:15
301,002,NULL,2009-02-09 23:35:19,2009-02-10 00:24:15
302,002,NULL,2009-02-10 11:35:28,2009-02-10 12:26:24
303,002,NULL,2009-02-11 00:01:58,2009-02-11 00:14:56
304,002,NULL,2009-02-11 10:10:33,2009-02-11 11:10:09
305,002,NULL,2009-02-12 00:10:33,2009-02-12 00:19:53
306,002,NULL,2009-02-12 10:20:03,2009-02-12 11:37:40
307,002,NULL,2009-02-13 00:08:34,2009-02-13 00:23:00
308,002,NULL,2009-02-13 12:07:04,2009-02-13 13:10:27
309,002,NULL,2009-02-15 09:08:52,2009-02-15 13:51:26
310,002,NULL,2009-02-16 00:15:21,2009-02-16 00:29:01
311,002,NULL,2009-02-16 10:25:34,2009-02-16 11:49:34
312,002,NULL,2009-02-16 20:06:46,2009-02-17 00:28:20
313,002,NULL,2009-02-17 10:29:58,2009-02-17 12:32:59
314,002,NULL,2009-02-18 00:05:51,2009-02-18 00:10:12
315,002,NULL,2009-02-18 09:57:04,2009-02-18 13:37:56
316,002,NULL,2009-02-19 00:10:21,2009-02-19 11:26:01
317,002,NULL,2009-02-20 11:46:51,2009-02-20 12:28:47
318,002,NULL,2009-02-21 03:36:28,2009-02-21 04:36:23
319,002,NULL,2009-02-21 12:30:58,2009-02-21 13:35:24
320,002,NULL,2009-02-22 05:35:34,2009-02-22 09:03:21
321,002,NULL,2009-02-23 10:25:33,2009-02-23 11:24:59
322,002,NULL,2009-02-24 10:09:03,2009-02-24 14:16:25
323,002,NULL,2009-02-25 09:47:03,2009-02-25 14:31:24
324,002,NULL,2009-02-26 03:41:03,2009-02-26 04:15:34
325,002,NULL,2009-02-26 13:15:51,2009-02-26 14:10:47
326,002,NULL,2009-02-27 11:51:17,2009-02-27 14:33:44
327,002,NULL,2009-02-28 00:03:03,2009-02-28 04:04:48
328,002,NULL,2009-02-28 13:47:27,2009-02-28 13:51:10
329,002,NULL,2009-02-28 13:51:12,2009-02-28 14:32:52
330,002,NULL,2009-03-01 00:35:51,2009-03-01 04:13:29
331,002,NULL,2009-03-01 13:59:34,2009-03-01 14:43:41
332,002,NULL,2009-03-02 00:32:03,2009-03-02 00:37:52
333,002,NULL,2009-03-02 13:52:34,2009-03-02 14:40:19
334,002,NULL,2009-03-03 00:05:22,2009-03-03 00:20:27
335,002,NULL,2009-03-03 14:12:57,2009-03-03 14:58:44
336,002,NULL,2009-03-04 00:09:22,2009-03-04 00:13:37
337,002,NULL,2009-03-04 10:19:03,2009-03-04 14:15:18
338,002,NULL,2009-03-05 14:03:03,2009-03-05 14:46:09
339,002,NULL,2009-03-06 00:32:21,2009-03-06 00:38:01
340,002,NULL,2009-03-06 10:45:03,2009-03-06 15:29:24
341,002,NULL,2009-03-08 12:29:33,2009-03-08 13:18:55
342,002,NULL,2009-03-09 11:55:21,2009-03-09 13:11:16
343,002,NULL,2009-03-10 10:35:03,2009-03-10 10:36:43
344,002,NULL,2009-03-10 10:36:45,2009-03-10 12:01:07
345,002,NULL,2009-03-11 13:41:04,2009-03-11 14:13:50
346,002,NULL,2009-03-12 13:23:34,2009-03-12 13:28:07
347,002,NULL,2009-03-12 13:28:09,2009-03-12 13:44:47
348,002,NULL,2009-03-12 13:44:49,2009-03-12 13:51:34
349,002,NULL,2009-03-14 01:19:57,2009-03-14 02:42:50
350,002,NULL,2009-03-15 07:52:04,2009-03-15 10:03:00
351,002,NULL,2009-03-17 11:53:03,2009-03-17 13:32:47
352,002,NULL,2009-03-18 11:15:33,2009-03-18 11:54:03
353,002,NULL,2009-03-18 11:54:06,2009-03-18 12:02:59
354,002,NULL,2009-03-19 14:15:51,2009-03-19 14:47:05
355,002,NULL,2009-03-21 02:16:40,2009-03-21 02:28:05
356,002,NULL,2009-03-21 02:28:22,2009-03-21 02:33:06
357,002,NULL,2009-03-21 11:14:58,2009-03-21 12:08:58
358,002,NULL,2009-03-21 12:09:01,2009-03-21 12:11:34
359,003,NULL,2008-10-23 17:58:54,2008-10-23 18:16:29
360,003,NULL,2008-10-24 02:02:27,2008-10-24 12:08:47
361,003,NULL,2008-10-24 19:29:54,2008-10-25 13:06:25
362,003,NULL,2008-10-25 18:24:54,2008-10-25 18:33:14
363,003,NULL,2008-10-26 04:39:35,2008-10-26 14:24:00
364,003,NULL,2008-10-27 04:18:26,2008-10-27 13:55:07
365,003,NULL,2008-10-28 04:05:01,2008-10-28 12:21:24
366,003,NULL,2008-10-29 04:02:32,2008-10-29 13:41:55
367,003,NULL,2008-10-30 01:46:03,2008-10-30 11:04:27
368,003,NULL,2008-11-01 09:39:31,2008-11-01 14:50:53
369,003,NULL,2008-11-01 17:23:55,2008-11-01 17:32:10
370,003,NULL,2008-11-02 00:47:08,2008-11-02 11:05:58
371,003,NULL,2008-11-03 00:32:36,2008-11-03 00:42:06
372,003,NULL,2008-11-03 09:13:38,2008-11-03 10:28:23
373,003,NULL,2008-11-03 16:54:39,2008-11-03 17:02:56
374,003,NULL,2008-11-04 04:26:15,2008-11-04 10:21:10
375,003,NULL,2008-11-04 18:43:39,2008-11-04 18:55:54
376,003,NULL,2008-11-05 01:55:39,2008-11-05 10:30:23
377,003,NULL,2008-11-06 17:40:07,2008-11-06 17:52:17
378,003,NULL,2008-11-09 07:45:26,2008-11-09 10:25:00
379,003,NULL,2008-11-10 18:25:03,2008-11-10 18:33:53
380,003,NULL,2008-11-11 01:23:38,2008-11-11 10:56:00
381,003,NULL,2008-11-11 17:39:09,2008-11-11 17:50:19
382,003,NULL,2008-11-12 00:56:57,2008-11-12 12:22:28
383,003,NULL,2008-11-12 18:52:03,2008-11-12 19:05:49
384,003,NULL,2008-11-13 01:34:08,2008-11-13 08:56:23
385,003,NULL,2008-11-13 17:00:39,2008-11-13 17:12:25
386,003,NULL,2008-11-14 18:18:23,2008-11-14 18:50:58
387,003,NULL,2008-11-15 01:40:37,2008-11-15 14:09:21
388,003,NULL,2008-11-16 03:11:35,2008-11-16 10:55:03
389,003,NULL,2008-11-16 17:47:27,2008-11-16 18:04:17
390,003,NULL,2008-11-17 01:44:02,2008-11-17 10:04:05
391,003,NULL,2008-11-17 17:57:32,2008-11-17 18:09:37
392,003,NULL,2008-11-18 01:29:00,2008-11-18 01:36:05
393,003,NULL,2008-11-18 07:37:36,2008-11-18 13:14:35
394,003,NULL,2008-11-18 22:45:37,2008-11-19 10:25:49
395,003,NULL,2008-11-19 18:37:55,2008-11-19 18:57:35
396,003,NULL,2008-11-20 03:24:07,2008-11-20 17:53:26
397,003,NULL,2008-11-21 03:37:09,2008-11-21 14:21:46
398,003,NULL,2008-11-23 03:50:39,2008-11-23 10:31:00
399,003,NULL,2008-12-01 23:17:07,2008-12-02 02:27:42
400,003,NULL,2008-12-02 14:30:38,2008-12-02 14:49:51
401,003,NULL,2008-12-04 16:24:06,2008-12-04 16:33:06
402,003,NULL,2008-12-05 00:27:26,2008-12-05 00:30:01
403,003,NULL,2008-12-05 00:30:06,2008-12-05 10:43:12
404,003,NULL,2008-12-07 04:14:03,2008-12-07 14:23:21
405,003,NULL,2008-12-07 19:27:05,2008-12-07 19:39:05
406,003,NULL,2008-12-08 03:44:04,2008-12-08 14:35:26
407,003,NULL,2008-12-10 22:58:24,2008-12-10 22:58:34
408,003,NULL,2008-12-12 03:29:38,2008-12-12 11:27:09
409,003,NULL,2008-12-13 09:16:36,2008-12-13 13:44:01
410,003,NULL,2008-12-15 03:59:29,2008-12-15 11:18:22
